,0,1,2,3,4,5,6,7,8,9
0,128.56805483949665,-26.8035123792952,31.67026135887279,22.15588566831435,-52.22029828733132,42.225602754025154,-18.378365921967248,0.07541786863534078,1.6447768728449739,38.85939605705461
1,-19.627743507760055,-106.95657397687006,-58.494799816225466,-16.81490364890876,27.153818320617784,-16.377379929185018,-3.3770358404659655,-23.465560501292305,3.5112495264400914,-50.49047023725682
2,-296.9029029957467,-195.75192107766986,-44.88794422194402,22.534398913662347,-114.39453013229966,-31.005611269653738,-10.241841498505071,-49.953706614614205,20.338246123751574,-2.6824116538178937
3,290.0789048271473,-14.757077565874786,-12.54569939081079,-50.50344444826044,9.130414260940698,-31.088954291860166,-33.54745994030763,11.968742581417194,123.52287627343767,18.845946844831467
4,-499.5401037631253,32.505660116121746,-109.80804352203832,182.79412803621997,48.05256883267768,199.67096719431666,-68.60128782542188,76.821849707956,153.79698532131144,-24.952347716110985
5,243.74653917854292,-6.239836672211455,137.88420744155331,8.156005061535453,-25.25349723741812,-38.086123460166434,-22.521467769154018,15.169005513874229,-73.84514448721006,51.726993557225185
6,-614.1602958910206,525.192157658133,29.93971235542089,-151.37923590670553,-48.73962658345128,-35.74050200047463,186.13481364295032,35.02621826002427,21.106160056199773,8.539596514482115
7,-146.53084571215246,36.97051642148526,-116.12227040347105,279.4203350602971,-30.153571531607465,-36.417855497441536,-11.128273081823666,-7.274338562499685,-46.92522693559867,-38.753138265050104
8,196.8267709706485,-15.728900692425057,-135.4129804181123,15.133497953940935,-44.19882902138067,33.48577786972216,64.68619380153528,43.61470840307669,32.45015290876871,20.14641586572773
9,-239.59879850354847,-88.50122538619567,-77.70322967535341,151.41599591691906,-69.33777036165753,-37.21130851162823,-39.92636663178057,10.902878564610411,29.770402074189263,30.21779857837702
10,-351.89885020158283,-37.113790900561725,-11.675432693915896,359.24636729227126,25.811930742916044,-41.33729489146208,-8.371037952166064,-2.679811921580722,-55.04675539609643,-33.03081519760375
11,-190.95754284137473,-180.56997379087304,-59.93367372438637,-38.257664236410434,3.646710615320209,-32.46718250524217,21.42356809211071,-46.466178879870775,29.71808429678863,98.97867318054439
12,281.64649169603956,130.78435285355513,-71.59762701002617,-26.243748261843855,89.71220394671451,-23.897008927434015,-9.162691848488594,-18.789928889932664,50.45103671733487,-72.45294607459321
13,-47.13088641023429,-112.48511867892034,-10.880142129283202,-42.556905519980916,-111.82802674870094,-21.767626234344664,-15.668906295549967,-58.8470085795857,-12.43385839487851,52.34408791500193
14,-45.38481619342713,-71.72103108020191,-33.53967914878387,-25.12226260248292,-13.415501686022807,-72.82483774165748,2.7564461842843033,81.002860261463,16.856371393616364,8.568753470566994
15,14.775818990645924,-9.569567861622527,-78.59507858037415,-64.11546354720761,-62.32866355440147,52.330458118266804,10.817266018117111,-69.6956446219142,-9.420976260406922,-50.94116205189713
16,-48.760213186947574,-67.27267880485365,54.24486903162328,58.42515987043592,-71.02015702027818,49.489495022846704,54.381666720098345,-31.597656139052393,-2.043697789540431,-42.12166439443033
17,-225.84285524994013,-113.63796294918001,-101.41033926656567,-67.06711140950353,-69.5405286208906,-75.34349168901272,21.56145291149783,-76.22258804098357,-3.416062924170282,39.97652953413286
18,-275.2045855627534,-157.89067360511754,11.137448828575023,-80.89094925586271,-63.059487072574356,54.66056920639238,4.664979112329934,-71.59970180428243,-19.22316389963829,-60.81761596159726
19,-119.6357188151753,-58.23222923235982,38.35866084921746,-111.13444835048931,13.832876379114083,67.20255531852372,10.280344961126588,11.079902171979414,-6.7058184548205855,-58.986479842004975
20,-485.92728474713243,46.651699301753695,-122.16839698339162,17.621870875504396,118.60653944936948,41.24132228743407,-36.42192713441754,10.814396540479914,85.30319743698215,-41.73874474388582
21,-351.7637842814262,53.86079987739183,-105.31226711020568,-81.73206074882242,-112.32977135910956,15.252477289763105,28.555292359770725,-41.309400207291006,-7.698969138033541,-31.71287262339655
22,-101.47432407957848,-108.22852780914609,-134.73757134382006,-10.199970058628649,-10.552219071564334,-58.24167084443436,24.291718958790042,1.6502773025735387,24.146236711638434,16.93960065119776
